DATE-CUSTOMER_ID,PRODUCT_ID
11/1/2000-217361,4710011401135
11/1/2000-1885958,4710992231189
11/1/2000-2033839,20396947
11/1/2000-1104905,4710174003450
11/1/2000-1733204,4710198221113
11/1/2000-2144511,4711372660094
11/1/2000-439725,4710088414106
11/1/2000-841528,4712031000633
11/1/2000-841528,4710110221443
11/1/2000-656818,4902777077161
11/1/2000-656818,4710035351508
11/1/2000-1873139,4710011405133
11/1/2000-1090673,4971915012340
11/1/2000-539166,9415007603160
11/1/2000-1846478,2250062000496
11/1/2000-1789225,4710015104391
11/1/2000-841528,4711926724647
11/1/2000-1634518,4710626111252
11/1/2000-1900309,4710323168054
11/1/2000-1090673,4710583350718
11/1/2000-1704129,4711300986890
11/1/2000-1090673,4710628070465
11/1/2000-1908015,4710467221516
11/1/2000-2084916,4710063312212
11/1/2000-1173741,4710036029055
11/1/2000-1670981,4901133059384
11/1/2000-2079127,4710320224265
11/1/2000-1607000,4710012142136
11/1/2000-539166,4710085172702
11/1/2000-760225,4710144201404
11/1/2000-647236,4710583350718
11/1/2000-760225,4710626111450
11/1/2000-1660043,4710734000318
11/1/2000-1327205,4710172030106
11/1/2000-439725,4710085120628
11/1/2000-1173741,4710303340234
11/1/2000-308359,4711684600559
11/1/2000-1670981,4710011402033
11/1/2000-760225,4710111111071
11/1/2000-75954,4710199011874
11/1/2000-1733204,4714981010038
11/1/2000-2144511,37000445111
11/1/2000-1607000,4713537116408
11/1/2000-2128030,4710176033998
11/1/2000-1908015,40000757313
11/1/2000-2079127,4710199010174
11/1/2000-1885958,4711207003027
11/1/2000-1885958,4710046011101
11/1/2000-1104905,4710167221014
11/1/2000-2014883,4903035300380
11/1/2000-1104905,4710247006562
11/1/2000-1752878,4711587808946
11/1/2000-1849332,7610700600863
11/1/2000-1847987,4710088411761
11/1/2000-2116334,4710088410382
11/1/2000-1846614,4712031001098
11/1/2000-219389,4710022102205
11/1/2000-2117812,4710088434593
11/1/2000-1900309,4710105001210
11/1/2000-2144511,4710088410382
11/1/2000-46855,4710085120468
11/1/2000-539166,4714981010038
11/1/2000-663373,4710265847666
11/1/2000-340625,4710085120697
11/1/2000-236645,8999002568972
11/1/2000-1704129,4710734000011
11/1/2000-841528,4710311107102
11/1/2000-768566,4710088410382
11/1/2000-217361,4711587809011
11/1/2000-2007052,4710323168054
11/1/2000-1607000,4710291138134
11/1/2000-1847987,4710088410610
11/1/2000-663373,4901616005822
11/1/2000-539166,4710085172696
11/1/2000-2079127,4710154012144
11/1/2000-2007052,4710320224265
11/1/2000-663373,4710085172702
11/1/2000-1873139,4710011409056
11/1/2000-190138,4714981010038
11/1/2000-647236,4710339012013
11/1/2000-2144702,4710022445708
11/1/2000-1873139,4710011401128
11/1/2000-2144702,4714981010038
11/1/2000-1670981,9556001589101
11/1/2000-236645,4710321791698
11/1/2000-2144511,4710167116020
11/1/2000-418683,4710011401135
11/1/2000-1004373,4710199011775
11/1/2000-219389,4710334040615
11/1/2000-219389,4710304111147
11/1/2000-340625,4710008290056
11/1/2000-1307719,4710085120093
11/1/2000-426541,4710011406123
11/1/2000-274975,4710632001660
11/1/2000-760225,4712789000022
11/1/2000-1172829,4710160003013
11/1/2000-1670981,4710736570031
11/1/2000-1848496,8888021100624
11/1/2000-2091846,4710085120628
11/1/2000-1187366,4710088443250
11/1/2000-663373,4710085120093
11/1/2000-2084916,4710247006937
11/1/2000-1848564,20564100
11/1/2000-2117812,4719090302012
11/1/2000-1849332,4714981010038
11/1/2000-1104905,4711524000396
11/1/2000-1849332,4711524000433
11/1/2000-1104905,4710047502011
11/1/2000-217361,4710011409056
11/1/2000-1034561,4710719001354
11/1/2000-1981995,40000757320
11/1/2000-1789225,4710085104130
11/1/2000-1900309,4710010020054
11/1/2000-663373,4716349007162
11/1/2000-426541,4710312020066
11/1/2000-1187366,4711408000191
11/1/2000-1848564,20564131
11/1/2000-663373,4710364144307
11/1/2000-2144702,4710670200407
11/1/2000-663373,2230106000347
11/1/2000-2091235,4710063312175
11/1/2000-539166,4710047502066
11/1/2000-1634518,4710012111019
11/1/2000-2147239,4710096000322
11/1/2000-2014883,4711258004110
11/1/2000-418683,4711524000891
11/1/2000-2147239,4713985863169
11/1/2000-1717723,4710290003044
11/1/2000-439725,4710085172900
11/1/2000-190138,4710088410139
11/1/2000-308359,4710570000220
11/1/2000-2147239,8007150900015
11/1/2000-2147239,4719859182107
11/1/2000-1173741,4710283170135
11/1/2000-1717723,4710126011557
11/1/2000-1873139,4711686002023
11/1/2000-768566,4710010020061
11/1/2000-663373,2230106000330
11/1/2000-627436,4711856000651
11/1/2000-1187366,4710868506175
11/1/2000-1187366,4710992231189
11/1/2000-236645,4710321791797
11/1/2000-1620320,4710121023302
11/1/2000-439725,4710626111610
11/1/2000-309448,4711437000018
11/1/2000-539166,4710265847666
11/1/2000-1846614,4713390600205
11/1/2000-1660043,4711258001256
11/1/2000-190138,4710172020015
11/1/2000-1607000,4710908131824
11/1/2000-1849332,4711524000907
11/1/2000-1674101,20415723
11/1/2000-539166,4710247001321
11/1/2000-217361,4710857472689
11/1/2000-539166,4714567001641
11/1/2000-1607000,4710363724005
11/1/2000-656818,4710098166811
11/1/2000-1849332,4719862260427
11/1/2000-1104905,4710160001071
11/1/2000-1327205,4711220111167
11/1/2000-1900309,4710010010017
11/1/2000-1429534,4711022100031
11/1/2000-336796,4710094020179
11/1/2000-2080246,4710105051628
11/1/2000-1846607,4710861100011
11/1/2000-1254334,4710632002988
11/1/2000-1673524,22000119964
11/1/2000-689168,4710583350718
11/1/2000-1673524,4712425010255
11/1/2000-1846935,614632010285
11/1/2000-336796,4710012142136
11/1/2000-2080246,4714981010038
11/1/2000-958448,4710199010174
11/1/2000-958448,4710063131370
11/1/2000-1202335,4710857000059
11/1/2000-958448,4710172030021
11/1/2000-2052472,4710085172696
11/1/2000-2074078,4710088412225
11/1/2000-2080246,4710200000019
11/1/2000-1846225,4710011401128
11/1/2000-1664379,4710171052222
11/1/2000-958448,4710626622857
11/1/2000-1202335,4710088412201
11/1/2000-1254334,4902704881052
11/1/2000-1202335,4710321790509
11/1/2000-1664379,4711524001041
11/1/2000-2052472,4710063031144
11/1/2000-2080246,4710105045450
11/1/2000-95907,4710085172702
11/1/2000-1664379,4710254041037
11/1/2000-1429534,4711524000396
11/1/2000-1673524,4714390001016
11/1/2000-336796,4901422038939
11/1/2000-1846225,4710011409056
11/1/2000-1846225,4710176033998
11/1/2000-1664379,4710543282318
11/1/2000-1429534,4711524000495
11/1/2000-1664379,8934614019061
11/1/2000-1664379,4710290007011
11/1/2000-1846225,4710011406123
11/1/2000-336796,4710626844259
11/1/2000-1673524,4712076005013
11/1/2000-392433,4712297010742
11/1/2000-2080246,4710088410795
11/1/2000-1202335,4710011406123
11/1/2000-1664379,4710857000011
11/1/2000-1846607,4710290004218
11/1/2000-1202335,37000445111
11/1/2000-1429534,4711524000471
11/1/2000-95907,4710088412973
11/1/2000-1673524,4710171052222
11/1/2000-1673524,4714390001023
11/1/2000-2074078,4718426020026
11/1/2000-1673524,4712825123029
11/1/2000-1202335,4710088412218
11/1/2000-1846225,4710583110015
11/1/2000-1202335,4710734000011
11/1/2000-2080246,4719433000476
11/1/2000-2080246,4716759020133
11/1/2000-2155173,4902105004128
11/1/2000-542395,4714072300383
11/1/2000-221177,4710583110015
11/1/2000-627573,4710247005671
11/1/2000-2154039,4710088410139
11/1/2000-627573,4901988666638
11/1/2000-2155173,4710247001321
11/1/2000-2155173,4710085171491
11/1/2000-2155173,4710017089085
11/1/2000-1818819,4719090106016
11/1/2000-627573,4710043004434
11/1/2000-1818819,4719090105019
11/1/2000-2154039,28400017305
11/1/2000-2154039,4710199010174
11/1/2000-1332933,4711372660421
11/1/2000-2034638,4710085172696
11/1/2000-2154039,20415723
11/1/2000-2154039,4710011405133
11/1/2000-2154039,4710247005831
11/1/2000-2034638,4710085172702
11/1/2000-221177,4714981010038
11/1/2000-1747270,4710126011557
11/1/2000-2154039,4710011401128
11/1/2000-2154039,4710011409056
11/1/2000-1332933,4710626210955
11/1/2000-469814,4714981010038
11/1/2000-2155173,4710086120207
11/1/2000-2155173,4718433614799
11/1/2000-1166026,4710085120093
11/1/2000-1166026,4710140200500
11/1/2000-2154039,4711300986982
11/1/2000-2154039,4710105026411
11/1/2000-1332933,4710626521716
11/1/2000-2034638,4710085120093
11/1/2000-542395,4902704244567
11/1/2000-2155173,4710088414243
11/1/2000-627573,4710431126687
11/1/2000-2154039,4710144101452
11/1/2000-1818819,4711686002504
11/1/2000-2155173,4710085172702
11/1/2000-1332933,4710095331700
11/1/2000-2034638,4710085150311
11/1/2000-2154039,4903035300380
11/1/2000-2154039,4710583110015
11/1/2000-1766288,4710105010182
11/1/2000-1685022,4710008241218
11/1/2000-1662764,4710085120628
11/1/2000-1662764,4710583300089
11/1/2000-1766035,4711207003027
11/1/2000-2153445,4710063312120
11/1/2000-1792102,4711080010112
11/1/2000-1792102,9556001589101
11/1/2000-1766035,4710085120093
11/1/2000-1766035,4710171083226
11/1/2000-924887,4714692001264
11/1/2000-1766288,4710105031286
11/1/2000-1848335,4710085172696
11/1/2000-1662764,4711207003027
11/1/2000-1766288,4710011406123
11/1/2000-1766288,4710088491176
11/2/2000-629539,4710543310066
11/2/2000-1557824,4711573333834
11/2/2000-982771,4710199010174
11/2/2000-629539,4710670200407
11/2/2000-993869,4710105031682
11/2/2000-347877,84501238520
11/2/2000-1274233,4714082210252
11/2/2000-380300,4713608110779
11/2/2000-1054743,8999002568972
11/2/2000-1033380,4710868501590
11/2/2000-1591514,4711207002310
11/2/2000-1132502,4712814168888
11/2/2000-397391,9300644131711
11/2/2000-1407044,4710110222228
11/2/2000-1012392,4710943120036
11/2/2000-1407044,4710294110212
11/2/2000-1227048,4710036110050
11/2/2000-1401752,4710205000434
11/2/2000-1728231,4903301563495
11/2/2000-1033380,4710015102571
11/2/2000-1668810,8635012177
11/2/2000-1238747,4710038850565
11/2/2000-1605174,4710088434258
11/2/2000-895651,4710022209591
11/2/2000-1243635,4710105020341
11/2/2000-1602197,4719090105019
11/2/2000-443531,4710008241119
11/2/2000-1656893,4710171120228
11/2/2000-957885,4719090900058
11/2/2000-1669589,4710308000294
11/2/2000-666244,76277109364
11/2/2000-1546439,729042063148
11/2/2000-838061,4710088410139
11/2/2000-861052,4712552008606
11/2/2000-1054743,4710294110212
11/2/2000-1433067,4714692000762
11/2/2000-798983,4710128086027
11/2/2000-1365207,4711461660011
11/2/2000-993517,9310022781803
11/2/2000-1191004,4710047502011
11/2/2000-1451115,4710861100011
11/2/2000-1635126,4710088410382
11/2/2000-1614770,4710247005978
11/2/2000-838054,4713390600205
11/2/2000-1033380,4710063121036
11/2/2000-1033380,4711271000014
11/2/2000-895651,4710670200506
11/2/2000-1026351,4710314900083
11/2/2000-957885,4710063031144
11/2/2000-1635126,4710467551224
11/2/2000-790109,4710088411440
11/2/2000-1437768,4710559123704
11/2/2000-1666052,4710128030020
11/2/2000-1557824,4710088410139
11/2/2000-1598681,4710626111252
11/2/2000-1591514,4710088410610
11/2/2000-1023299,4710085172702
11/2/2000-1715880,20556372
11/2/2000-1614770,4714072300390
11/2/2000-1365207,4710530013024
11/2/2000-1985023,4710943101134
11/2/2000-1451115,4710017089016
11/2/2000-1621389,4710105015125
11/2/2000-975186,4719090301015
11/2/2000-1487930,4710626111252
11/2/2000-921732,4710088424655
11/2/2000-1186987,34000255092
11/2/2000-1163919,4710175565209
11/2/2000-1525144,4710091111719
11/2/2000-1365207,4713089003003
11/2/2000-426282,4710085172696
11/2/2000-952712,4710088411785
11/2/2000-1451115,4712500125027
11/2/2000-1249477,4710105045313
11/2/2000-878586,9415007007173
11/2/2000-1200218,4714981010038
11/2/2000-957885,4710467221516
11/2/2000-1365207,4710171120228
11/2/2000-1033380,4902402376614
11/2/2000-1380934,4710530032063
11/2/2000-1592221,4711186400114
11/2/2000-1726480,4710085172696
11/2/2000-1507126,4710857000059
11/2/2000-1600353,4711634002570
11/1/2000-2154039,4710191030002
11/1/2000-2155173,4710088412966
11/1/2000-627573,9555037202039
11/1/2000-221177,4710008251125
11/1/2000-2155173,4710017089023
11/1/2000-2155173,4710017089054
11/1/2000-1747270,4714981010038
11/1/2000-2154039,4710126020283
11/1/2000-2154039,4710105020327
11/1/2000-1166026,4714981010038
11/1/2000-2154039,4710085120628
11/1/2000-221177,4710943101318
11/1/2000-2034638,4710094097768
11/1/2000-2034638,4710946718445
11/1/2000-1332933,4710777110661
11/1/2000-1332933,4710043100013
11/1/2000-2154039,4710085120093
11/1/2000-2154039,4710254031342
11/1/2000-2154039,4710323168054
11/1/2000-627573,4902757160906
11/1/2000-1166026,4710088411440
11/1/2000-2154039,4710670200100
11/1/2000-2154039,4710265849066
11/1/2000-2155173,4710085172696
11/1/2000-2154039,4710085172696
11/1/2000-2154039,4710088414052
11/1/2000-627573,4710018031632
11/1/2000-2154039,723125481409
11/1/2000-1818819,4710885674802
11/1/2000-1818819,4710063312106
11/1/2000-469814,4713390600021
11/1/2000-1332933,41419761748
11/1/2000-2154039,4710063131493
11/1/2000-1332933,4901360224081
11/1/2000-1818819,4714567001641
11/1/2000-2154039,4902556125205
11/1/2000-1818819,4710085120628
11/1/2000-1332933,4710063312168
11/1/2000-2154039,4710861100011
11/1/2000-2154039,4710670200407
11/1/2000-2155173,4710022102892
11/1/2000-2155173,4710114322115
11/1/2000-2154039,4710626521716
11/1/2000-2154039,4710088410382
11/1/2000-1818819,4719090106009
11/1/2000-2154039,4710011401135
11/1/2000-2154039,4711437000131
11/1/2000-2154039,4711080010112
11/1/2000-2154039,4719090900058
11/1/2000-151153,4710323168238
11/1/2000-214544,4710175567111
11/1/2000-191050,723125488095
11/1/2000-214544,37000440147
11/1/2000-1071115,4710186184055
11/1/2000-689281,4710043105124
11/1/2000-191050,4710088424655
11/1/2000-869287,4902704244598
11/1/2000-1846546,4719090105019
11/1/2000-1071115,4710105045450
11/1/2000-191050,4710088411792
11/1/2000-151153,4710109770532
11/1/2000-151153,4713985863176
11/1/2000-1846546,4719090106009
11/1/2000-689281,4710085172696
11/1/2000-191050,4710570000336
11/1/2000-869287,4984824089341
11/1/2000-214544,4710109770532
11/1/2000-1847994,20556372
11/1/2000-1846546,4710088414311
11/1/2000-230483,4710088410139
11/1/2000-689281,4714061135910
11/1/2000-151153,4714981010038
11/1/2000-1693478,4712425010255
11/1/2000-1846546,4712789000039
11/1/2000-214544,4713390600205
11/1/2000-1071115,4710105045719
11/1/2000-861021,4710088410139
11/1/2000-214544,4710109770327
11/1/2000-1359015,4710088410139
11/1/2000-1847994,4710857000073
11/1/2000-1671186,4710088443328
11/1/2000-861021,4710105010182
11/1/2000-38317,4714981010038
11/1/2000-689281,4710583300089
11/1/2000-214544,4710543511036
11/1/2000-1071115,4710247005299
11/1/2000-230483,4711524000495
11/1/2000-869287,74100241762
11/1/2000-1846546,4719090105002
11/1/2000-1846546,4710085120093
11/1/2000-1071115,9556023331153
11/1/2000-214544,4710175565162
11/1/2000-214544,8712045004784
11/1/2000-1847994,4710011406123
11/1/2000-230483,4710706932005
11/1/2000-151153,4710088434197
11/1/2000-913638,4712494211416
11/1/2000-913638,4710047502011
11/1/2000-869287,8888021200133
11/1/2000-1671186,4710088432346
11/1/2000-1671186,4710105010137
11/1/2000-1671186,4710088491176
11/1/2000-913638,40000015321
11/1/2000-230483,4711524000471
11/1/2000-861021,4710579101003
11/1/2000-1071115,4718176139306
11/1/2000-1847994,4710011409056
11/1/2000-913638,4712494211201
11/1/2000-214544,4710362010116
11/1/2000-1847994,723125910107
11/1/2000-1847994,4710011401135
11/1/2000-151153,4710063121173
11/1/2000-191050,4710265847666
11/1/2000-230483,4710063021053
11/1/2000-1071115,4710294110809
11/1/2000-1847994,4710011405133
11/1/2000-214544,37000442127
11/1/2000-191050,4710088411761
11/1/2000-151153,4712172010010
11/1/2000-38317,4719090105002
11/1/2000-1847994,4710857000028
11/1/2000-1671186,4710583300089
11/1/2000-1671186,4710167111018
11/1/2000-1071115,47108608
11/1/2000-1847994,4710218600324
11/1/2000-1847994,4710105024110
11/1/2000-151153,4710088410139
11/1/2000-1071115,22000121509
11/1/2000-214544,4710199010174
11/1/2000-151153,4710265849066
11/1/2000-230483,4710857000059
11/1/2000-913638,80050278
11/1/2000-1071115,4006670360150
11/1/2000-214544,20401351
